Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Label
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
67,48,561283,168237,7826,28053,40998,16288,9412,456772,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
47,48,1093007,310353,20607,10817,5987,3738,3943,112870,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
34,47,813966,228063,25003,22982,11340,9218,10064,537071,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
26,40,1651385,112744,29397,19345,35921,9027,12548,588180,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
16,53,2077774,198144,38451,87239,23232,9701,11225,476748,stop
